name,isosig,finite,fillings,betti
X_153,lLLLLLQQcbeffkihhjjkkxxixmbbsuqhj_abBb,[],"{(0, 1): 'm371(-1, 2)', (1, 2): 'o9_43484(-4, 1)', (-1, 1): 's298(7, 2)', (3, 1): 'o9_42148(-4, 1)', (-1, 2): 'o9_42044(-4, 1)', (-2, 1): 't10466(-4, 1)', (2, 1): 't12552(-3, 1)', (-3, 1): 'o9_38891(-4, 1)', (1, 1): 'v3210(-3, 1)'}",1
X_154,lLLLLMAQcacfghjgikijkjkgjhejlxjrn_bBba,"[(1, 0)]","{(-3, 1): 'o9_43188(-3, 2)', (-2, 1): 't11436(-2, 5)', (1, 0): 'finite', (2, 1): 't12459(5, 3)'}",1
X_155,lLLLLMAQcacfghjgikijkjkgjqerlxjrk_abBa,"[(1, 0)]","{(1, 0): 'finite', (3, 1): 'o9_43188(-2, 3)', (2, 1): 't11413(2, 5)'}",1
X_156,lLLLLMAQcacfghjgikijknkgjhejlxjrn_bBba,"[(1, 0)]","{(1, 2): 'o9_33615(5, 3)', (-1, 1): 'v1143(2, 5)', (-1, 2): 'o9_33717(-3, 5)', (-2, 1): 't10546(-2, 5)', (2, 1): 't12137(5, 3)', (-3, 1): 'o9_43188(-3, 1)', (1, 0): 'finite', (1, 1): 's753(-5, 3)'}",1
X_157,lLLLLMAQcacfghjgikijknkgjqerlxjrk_abBa,"[(1, 0)]","{(1, 0): 'finite', (3, 1): 'o9_43188(-1, 3)', (2, 1): 't10411(2, 5)'}",1
X_158,lLLLLMPQccdghhjkhjijkhshrchhrljln_bBab,"[(1, 0)]","{(1, 2): 'v3481(-1, 4)', (-1, 1): 't09367(1, 3)', (3, 1): 'o9_41677(4, 1)', (3, 2): 'o9_42274(4, 1)', (-1, 2): 'o9_41820(4, 1)', (-2, 1): 'o9_41816(4, 1)', (2, 1): 't08805(-5, 1)', (1, 3): 'o9_42008(-1, 4)', (2, 3): 'o9_42520(-1, 4)', (1, 0): 'finite'}",1
X_159,lLLLLMPQccdghhjkhjijkhshrchhrljlr_bBab,"[(1, 0)]","{(3, 2): 'o9_42274(5, 2)', (3, 1): 'o9_41677(5, 2)', (-1, 2): 'o9_41820(5, 2)', (-1, 1): 't09367(2, 3)', (2, 1): 't08805(-7, 2)', (1, 3): 'o9_42008(-2, 5)', (2, 3): 'o9_42520(-2, 5)', (-2, 1): 'o9_41816(5, 2)', (1, 0): 'finite'}",1
X_160,lLLLLMPQccdghhjkhjijkhshrchhrlkln_abBb,[],"{(1, 2): 'o9_43574(4, 1)', (-2, 3): 'o9_43450(4, 1)', (-2, 1): 'v3415(-1, 4)', (-1, 3): 'o9_43676(4, 1)', (-1, 2): 't11152(-4, 1)', (2, 1): 'o9_43193(-1, 4)', (-3, 1): 'o9_42345(-1, 4)', (-3, 2): 'o9_42643(-1, 4)', (1, 1): 't10703(-3, 1)'}",1
X_161,lLLLLMPQccdghhjkhjijkhshrchhrlklr_abBa,[],"{(1, 2): 't11152(-5, 2)', (3, 2): 'o9_43574(5, 2)', (1, 3): 'o9_43450(5, 2)', (3, 1): 'o9_43193(-2, 5)', (2, 1): 't10703(-3, 2)', (2, 3): 'o9_43676(5, 2)'}",1
X_162,lLLLLMPQccdghhjkhjijkhshrchqrljlj_bBab,[],"{(-1, 1): 't09367(3, 2)', (-1, 2): 'o9_41820(5, 3)', (3, 1): 'o9_41677(5, 3)', (-2, 1): 'o9_41816(5, 3)'}",1
X_163,lLLLLMPQccdghhjkhjijkhshrchqrljln_bBab,[],"{(3, 2): 'o9_42274(4, 3)', (1, 3): 'o9_42008(-3, 4)', (3, 1): 'o9_41677(4, 3)', (-1, 2): 'o9_41820(4, 3)', (-1, 1): 'v3348(4, 1)', (2, 3): 'o9_42520(-3, 4)', (-2, 1): 'o9_41816(4, 3)'}",1
X_164,lLLLLMPQccdghhjkhjijkhshrchqrlklj_abBa,[],"{(3, 2): 'o9_43574(5, 3)', (3, 1): 'o9_43193(-3, 5)', (2, 3): 'o9_43676(5, 3)', (2, 1): 't10703(-2, 3)'}",1
X_165,lLLLLMPQccdghhjkhjijkhshrchqrlkln_abBa,[],"{(1, 2): 't11152(-4, 3)', (-2, 1): 'o9_42345(-3, 4)', (3, 1): 'o9_43193(-3, 4)', (-1, 2): 'o9_42643(-3, 4)', (3, 2): 'o9_43574(4, 3)', (2, 1): 't10403(-4, 1)', (1, 3): 'o9_43450(4, 3)', (2, 3): 'o9_43676(4, 3)'}",1
X_166,lLLLLPMQcbegijhjkhkikhhmhhollkirc_bBab,"[(1, 0)]","{(1, 0): 'finite', (3, 1): 'o9_32278(-6, 1)', (-4, 1): 'o9_34146(-6, 1)', (2, 1): 't08508(-6, 1)'}",1
X_167,lLLLLPPQcacfgihjikjkknkrjpeamoccv_bBba,"[(1, 0)]","{(1, 2): 'o9_38394(1, 3)', (-1, 1): 's820(1, 4)', (3, 1): 'o9_39468(-1, 3)', (-1, 2): 'o9_38127(3, 1)', (-2, 1): 'v3539(-1, 4)', (2, 1): 't11472(1, 3)', (-3, 1): 't12772(3, 4)', (-4, 1): 'o9_42395(-4, 3)', (-3, 2): 'o9_43021(-1, 3)', (1, 0): 'finite', (1, 1): 's850(1, 3)'}",1
X_168,lLLLLPPQcacfgijhkhjkkjkgjuqhlsosn_baBb,[],"{(-1, 1): 't10897(5, 2)', (3, 1): 'o9_42979(-5, 3)', (-2, 1): 'o9_40714(-5, 2)', (2, 1): 't12370(5, 3)'}",1
X_169,lLLLLPPQcacfgijhkhjkkjkgjuqhlwosn_baBb,"[(1, 0)]","{(-1, 1): 't11278(5, 2)', (3, 1): 'o9_42413(-5, 3)', (-2, 1): 'o9_41268(-5, 2)', (2, 1): 't12170(5, 3)', (1, 0): 'finite', (1, 1): 's838(-4, 3)'}",1
X_170,lLLLLPPQcacfgijhkhjkkjkgjuqxljosn_bBba,[],"{(1, 2): 't12427(5, 3)', (-2, 3): 'o9_41268(-5, 3)', (-1, 1): 'm262(-5, 1)', (1, 3): 'o9_41319(5, 3)', (3, 2): 'o9_40557(5, 3)', (-1, 3): 'o9_40714(-5, 3)', (-1, 2): 't11836(-2, 3)', (-2, 1): 'v3247(-5, 2)', (-3, 1): 't12051(-2, 5)', (-3, 2): 'o9_38890(-5, 3)', (2, 3): 'o9_42048(5, 3)', (-4, 1): 'o9_38401(3, 5)'}",1
X_171,lLLLLPPQcacfgijhkhjkknkgjuqalrosn_abBb,[],"{(1, 2): 't12552(-3, 1)', (-2, 3): 'o9_42978(4, 1)', (-1, 1): 's640(-5, 1)', (3, 1): 't12649(-1, 4)', (3, 2): 'o9_41533(1, 4)', (-1, 3): 'o9_42414(4, 1)', (-1, 2): 't12553(4, 1)', (-2, 1): 'v3511(4, 1)', (2, 1): 'v3510(4, 3)', (-3, 1): 't12648(-1, 4)', (1, 3): 'o9_42413(-4, 1)', (-3, 2): 'o9_41534(4, 1)', (2, 3): 'o9_42979(-4, 1)', (-4, 1): 'o9_40949(-1, 4)', (4, 1): 'o9_40950(1, 4)', (1, 1): 's639(-1, 3)'}",1
X_172,lLLLLPPQcacfgijhkhjkknkgjuqhlsosn_bBba,[],"{(-1, 1): 't09972(-1, 3)', (3, 1): 'o9_42979(-4, 3)', (-2, 1): 'o9_40714(-4, 1)', (2, 1): 't12370(4, 3)'}",1
X_173,lLLLLPPQcacfgijhkhjkknkgjuqhlwosn_baab,"[(1, 0)]","{(-1, 1): 't09972(-2, 3)', (3, 1): 'o9_42413(-4, 3)', (-2, 1): 'o9_41268(-4, 1)', (2, 1): 't12170(4, 3)', (1, 0): 'finite', (1, 1): 's788(-4, 3)'}",1
X_174,lLLLLPPQcacfgijhkhjkknkgjuqxlkosn_baab,[],"{(0, 1): 'm373(-1, 3)', (1, 2): 'o9_43485(4, 3)', (-2, 1): 't09972(-3, 2)', (3, 1): 'o9_42149(4, 3)', (-1, 2): 'o9_42045(1, 3)', (2, 1): 't12553(4, 3)', (-3, 1): 'o9_38890(-4, 1)', (1, 1): 'v3209(4, 3)'}",1
X_175,lLLLLPPQcbcfhjghjkkkjtshbifsmilit_baab,[],"{(1, 2): 'o9_40796(3, 2)', (-1, 1): 'm036(-6, 1)', (3, 1): 'o9_40557(-3, 2)', (-1, 2): 'o9_38335(-1, 2)', (-2, 1): 'v3499(3, 1)', (2, 1): 't11948(-3, 2)', (-3, 1): 'o9_38890(-3, 2)', (1, 1): 'v2467(5, 2)'}",1
X_176,lLLLLPPQccdfgighjjkkkhsmgcsjmxeln_bBab,"[(1, 0)]","{(0, 1): 'm378(1, 3)', (-2, 1): 't09669(1, 3)', (2, 1): 'o9_39468(-1, 2)', (-3, 1): 'o9_39405(-1, 3)', (1, 0): 'finite', (1, 1): 't10481(-3, 1)'}",1
X_177,lLLLLPPQccdfgiikjjjkkhsqgrrqmputl_bBab,[],"{(0, 1): 'm007(1, 2)', (1, 2): 'o9_39663(1, 2)', (-1, 1): 'v2861(3, 2)', (-1, 2): 'o9_43359(1, 2)', (3, 1): 'o9_42315(-3, 1)', (-2, 1): 't12553(3, 2)', (2, 1): 't12116(-3, 1)', (-3, 1): 'o9_42813(3, 2)', (1, 1): 'm373(-4, 1)'}",1
X_178,lLLLLPQPcccefjhhjikjklnurunkivhqk_baab,"[(1, 0)]","{(1, 0): 'finite', (-1, 1): 't08636(-2, 3)', (1, 1): 'm378(3, 2)', (-2, 1): 'o9_41414(-3, 2)'}",1
X_179,lLLLLPQPcccefjhhjikjklnurunkivhqr_baab,"[(1, 0)]","{(1, 0): 'finite', (-1, 1): 't08636(-1, 3)', (1, 1): 's723(-1, 3)', (-2, 1): 'o9_41414(-3, 1)'}",1
X_180,lLLLLQLQccdghhghjijkkhshoswvpjpkk_bBab,"[(1, 0)]","{(1, 2): 't10439(1, 3)', (-1, 1): 't06946(4, 1)', (3, 1): 'o9_40390(-3, 1)', (3, 2): 'o9_41881(-3, 1)', (-1, 2): 'o9_41724(1, 3)', (-2, 1): 'o9_41036(-3, 1)', (2, 1): 't08120(4, 1)', (1, 3): 'o9_42482(1, 3)', (2, 3): 'o9_42778(1, 3)', (1, 0): 'finite'}",1
X_181,lLLLLwQQcacfgijhkhkjkjkgjmqhmwfok_abBa,[],"{(-3, 1): 'o9_42979(-5, 2)', (-2, 1): 't12370(5, 2)', (1, 1): 't10897(5, 3)', (2, 1): 'o9_40714(-5, 3)'}",1
X_182,lLLLLwQQcacfgijhkhkjkjkgjmqxmjfok_baab,[],"{(1, 2): 't12553(5, 3)', (-2, 3): 'o9_42979(-5, 3)', (-1, 1): 's639(-3, 2)', (1, 3): 'o9_42414(5, 3)', (3, 2): 'o9_41534(5, 3)', (-1, 3): 'o9_42413(-5, 3)', (-1, 2): 't12552(-2, 3)', (-2, 1): 'v3510(5, 2)', (-3, 1): 't12649(-2, 5)', (-3, 2): 'o9_41533(3, 5)', (2, 3): 'o9_42978(5, 3)', (-4, 1): 'o9_40950(3, 5)'}",1
X_183,lLLLLwQQcacfgijhkhkjknkgjmqhmwfok_bBba,[],"{(-3, 1): 'o9_42979(-4, 1)', (-2, 1): 't12370(4, 1)', (1, 1): 't10897(4, 3)', (2, 1): 'o9_40714(-4, 3)'}",1
X_184,lLLLLwQQcacfgijhkhkjknkgjmqxmjfok_baab,[],"{(1, 2): 't12553(4, 3)', (-2, 3): 'o9_42979(-4, 3)', (-1, 1): 'm369(4, 1)', (3, 1): 't12648(-3, 4)', (3, 2): 'o9_41534(4, 3)', (-1, 3): 'o9_42413(-4, 3)', (-1, 2): 't12552(-1, 3)', (-2, 1): 'v3510(4, 1)', (2, 1): 'v3511(4, 3)', (-3, 1): 't12649(-1, 4)', (1, 3): 'o9_42414(4, 3)', (-3, 2): 'o9_41533(3, 4)', (2, 3): 'o9_42978(4, 3)', (-4, 1): 'o9_40950(3, 4)', (4, 1): 'o9_40949(-3, 4)'}",1
X_185,lLLLLwQQccdehfhikjjkklkmwkwnpuaun_bBba,[],"{(-1, 1): 's942(-4, 1)', (-2, 1): 'o9_43284(3, 1)', (2, 1): 'o9_41414(-3, 2)'}",1
X_186,lLLLLzQQccdghigjhkjkkhshrrjprphac_bBab,"[(1, 0)]","{(1, 2): 'o9_38127(1, 3)', (-1, 1): 's850(3, 1)', (-1, 2): 'o9_38394(3, 1)', (3, 2): 'o9_43021(-3, 1)', (3, 1): 't12772(1, 4)', (-2, 1): 't11472(3, 1)', (2, 1): 'v3539(-3, 4)', (-3, 1): 'o9_39468(-3, 1)', (1, 0): 'finite', (4, 1): 'o9_42395(-4, 1)', (1, 1): 's820(3, 4)'}",1
X_187,lLLLMLPQccbegfhijkjkkpnqugodlevro_bBab,[],"{(0, 1): 'm337(4, 1)', (-1, 1): 't09284(3, 1)', (-2, 1): 'o9_39468(-2, 1)', (2, 1): 't11331(-3, 1)'}",1
X_188,lLLLMLQMccdgfhfjjjikkhrhhsrpiqaqn_aBba,"[(1, 0)]","{(1, 0): 'finite', (-1, 1): 'v2480(-4, 1)', (-2, 1): 'o9_38101(4, 1)'}",1
X_189,lLLLMPLQcacedfiikjjjknkknnxxrjbgk_bBab,"[(1, 0)]","{(1, 2): 'o9_37944(3, 1)', (-1, 1): 'v1262(-1, 3)', (-1, 2): 'o9_37441(4, 1)', (-2, 1): 't10411(4, 1)', (2, 1): 't11909(3, 1)', (-3, 1): 'o9_41366(3, 1)', (1, 0): 'finite', (1, 1): 's448(-2, 3)'}",1
X_190,lLLLMPMPccddegghijkjkhswtooddqhjn_bBab,[],"{(1, 2): 't11104(-2, 5)', (1, 3): 'o9_43188(-3, 4)', (2, 3): 'o9_43549(-3, 4)'}",1
X_191,lLLLMzAQcacfghiihkjkkjkgoauixkfgw_abBb,"[(0, 1)]","{(1, 2): 't12426(-3, 2)', (-2, 3): 'o9_41265(5, 2)', (-1, 1): 's298(7, 2)', (3, 1): 't12547(-2, 5)', (3, 2): 'o9_40555(2, 5)', (0, 1): 'finite', (-1, 3): 'o9_40715(5, 2)', (-1, 2): 't11835(5, 2)', (-2, 1): 'v3246(-5, 2)', (2, 1): 'v3510(5, 3)', (-3, 1): 't12050(-2, 5)', (1, 3): 'o9_41315(-5, 2)', (-3, 2): 'o9_38891(5, 2)', (2, 3): 'o9_42050(-5, 2)', (-4, 1): 'o9_38403(-2, 5)', (4, 1): 'o9_39740(2, 5)', (1, 1): 's786(2, 3)'}",1
X_192,lLLLMzAQcacfghiihkjkknkgoauixkfgw_bBba,[],"{(1, 2): 't12426(-3, 1)', (-2, 3): 'o9_41265(4, 1)', (-1, 1): 's298(5, 1)', (3, 1): 't12547(-1, 4)', (3, 2): 'o9_40555(1, 4)', (-1, 3): 'o9_40715(4, 1)', (-1, 2): 't11835(4, 1)', (-2, 1): 'v3246(-4, 1)', (2, 1): 'v3510(4, 3)', (-3, 1): 't12050(-1, 4)', (1, 3): 'o9_41315(-4, 1)', (-3, 2): 'o9_38891(4, 1)', (2, 3): 'o9_42050(-4, 1)', (-4, 1): 'o9_38403(-1, 4)', (4, 1): 'o9_39740(1, 4)', (1, 1): 's786(1, 3)'}",1
X_193,lLLLPLMQcacgfgjhijkkknkbsjtpckkgg_bBba,[],"{(-3, 1): 'o9_40778(2, 3)', (-1, 1): 's481(1, 3)', (1, 1): 'v2422(2, 3)', (2, 1): 'o9_31058(2, 3)', (-2, 1): 't11812(-3, 1)'}",1
X_194,lLLLPLPQcacgfgikjiikkjkosjhagcokg_bBba,[],"{(-3, 1): 'o9_40778(1, 3)', (-1, 1): 's778(3, 1)', (1, 1): 'v2422(1, 3)', (2, 1): 'o9_31058(1, 3)', (-2, 1): 't11812(-3, 2)'}",1
X_195,lLLLPLQMcbcefghjijikkxkhxnrttxttk_bBba,[],"{(0, 1): 'm019(-4, 3)', (-1, 1): 'm390(-4, 1)', (1, 1): 'v1907(4, 3)', (-2, 1): 'o9_39468(-2, 1)'}",1
X_196,lLLLPPAMccdeghhgiijkkhsqxsvwmxoxj_abBa,[],"{(1, 2): 't11134(-3, 4)', (-1, 1): 'v2806(-4, 1)', (-1, 2): 'o9_40778(3, 4)', (-2, 1): 'o9_38127(1, 3)', (2, 1): 't08950(-4, 3)'}",1
X_197,lLLLPzAQcbdefhhjikkjkxnixknmxlfrb_baab,[],"{(0, 1): 's899(1, 2)', (-1, 1): 'o9_39706(1, 2)', (1, 1): 'o9_43939(1, 2)'}",1
X_198,lLLLvAQQcacffikjijkjknkgjldxmkjcs_baab,"[(1, 0)]","{(0, 1): 's949(1, 3)', (-1, 1): 'v3372(1, 3)', (-2, 1): 't11769(-1, 3)', (2, 1): 'o9_38022(1, 3)', (-3, 1): 'o9_39706(1, 3)', (1, 0): 'finite', (1, 1): 'v3086(1, 3)'}",1
X_199,lLLLvAQQcacfhihhjkkkjnkgauaaqdfoj_BaaB,[],"{(0, 1): 'm160(3, 1)', (1, 2): 'o9_38964(2, 3)', (-1, 1): 't09223(2, 3)', (-2, 1): 'o9_42979(-3, 1)', (2, 1): 't09916(-5, 3)'}",1
X_200,lLLLvAQQcbeghjjhihjkkhhikbcswkfas_baab,[],"{(-1, 1): 'm023(-5, 2)', (-1, 2): 'o9_37967(3, 1)', (-2, 1): 'v3246(-3, 2)', (2, 1): 'o9_38401(1, 3)', (-3, 1): 't12648(-2, 3)', (-3, 2): 'o9_42316(3, 2)', (-4, 1): 'o9_42479(2, 3)', (1, 1): 'v3076(-4, 1)'}",1
X_201,lLLLvAQQcbeghjjhihjkkhhmkbcswkfas_bBab,[],"{(0, 1): 'm023(-4, 1)', (1, 2): 'o9_36980(-3, 1)', (-1, 1): 'v3246(-3, 1)', (-1, 2): 'o9_42316(3, 1)', (3, 1): 'o9_38401(2, 3)', (-2, 1): 't12648(-1, 3)', (2, 1): 't09026(-4, 1)', (-3, 1): 'o9_42479(1, 3)', (1, 1): 'm149(-5, 1)'}",1
X_202,lLLLvAQQcbeghjjhihjkkhhmkbcswkfhn_abBa,"[(0, 1)]","{(1, 2): 'o9_40430(3, 2)', (0, 1): 'finite', (-1, 1): 's847(4, 1)', (3, 1): 'o9_40949(2, 3)', (-1, 2): 'o9_42148(-3, 2)', (-2, 1): 't12547(-1, 3)', (2, 1): 't11614(-3, 2)', (-3, 1): 'o9_42480(-2, 3)', (1, 1): 'v1577(5, 2)'}",1
X_203,lLLLvAQQcbeghjjhihjkkhhmkbcswkfqn_bBba,[],"{(-1, 1): 's847(4, 3)', (1, 1): 't12319(4, 1)', (-2, 1): 'o9_41315(-3, 1)'}",1
X_204,lLLLvMQQccdegikijjjikhsloohftqxjj_BabB,[],"{(0, 1): 'm035(-6, 1)', (1, 2): 'o9_43325(4, 3)', (-1, 1): 't04428(-4, 3)', (1, 1): 's779(-1, 4)', (2, 1): 'o9_42463(3, 4)'}",1
X_205,lLLLvMQQccdegikijjjikhslooxftqxjj_BabB,[],"{(1, 2): 'o9_43325(4, 1)', (-1, 1): 'v3511(-1, 2)', (1, 1): 's779(-3, 4)', (2, 1): 'o9_42463(1, 4)'}",1
X_206,lLLLvPQQcacgfghiijjkknknknixjroww_baBb,"[(0, 1), (1, 0)]","{(1, 2): 'o9_43074(-4, 1)', (0, 1): 'finite', (-1, 1): 't12218(1, 3)', (1, 1): 's901(4, 1)', (1, 0): 'finite'}",1
X_207,lLLLvPQQcbefikijhhkjkhhmoavbkseox_abBb,[],"{(1, 2): 'o9_40796(4, 1)', (-1, 1): 's718(-4, 1)', (3, 1): 'o9_40557(-4, 1)', (-1, 2): 'o9_39326(-3, 2)', (-2, 1): 't10866(-3, 1)', (2, 1): 't11948(-4, 1)', (-3, 1): 'o9_38890(-4, 1)', (1, 1): 'v2467(5, 1)'}",1
X_208,lLLLvQQMcacfifhjijjkknkghkduumraj_baab,"[(0, 1)]","{(1, 2): 'o9_42148(-3, 1)', (0, 1): 'finite', (-1, 1): 's581(-5, 1)', (3, 1): 'o9_42480(-1, 3)', (-1, 2): 'o9_40010(4, 1)', (-2, 1): 't11614(-3, 1)', (2, 1): 't12547(-1, 3)', (-3, 1): 'o9_40949(1, 3)', (1, 1): 'v2438(-4, 1)'}",1
X_209,lLLLvQQMccefeigjihikkthdrrrcojrhk_bBab,[],"{(1, 2): 'v3508(-3, 5)', (-1, 1): 'v1926(-5, 3)', (1, 3): 'o9_42035(-3, 5)', (2, 1): 'o9_30974(5, 3)', (2, 3): 'o9_43193(-3, 5)', (1, 1): 'm069(-2, 3)'}",1
X_210,lLLLvQQMccefeigjihikkthdrrrcowrhk_baab,[],"{(1, 2): 'v3479(5, 3)', (-1, 1): 'v1693(5, 2)', (1, 3): 'o9_40695(-3, 5)', (2, 3): 'o9_41820(5, 3)', (2, 1): 'o9_24627(2, 3)'}",1
X_211,lLLLvQQMccefeigjihikktqdjrrcowrhk_baab,"[(1, 0)]","{(1, 2): 'v3479(5, 2)', (1, 3): 'o9_40695(-2, 5)', (2, 1): 'o9_24627(3, 2)', (2, 3): 'o9_41820(5, 2)', (1, 0): 'finite', (1, 1): 'm011(2, 3)'}",1
X_212,lLLLvQQMccefeigjihikktqdnrrcojrhk_bBab,[],"{(1, 2): 'v3508(-1, 4)', (-1, 1): 'v1822(5, 3)', (1, 3): 'o9_42035(-1, 4)', (2, 1): 'o9_30974(4, 1)', (2, 3): 'o9_43193(-1, 4)', (1, 1): 'm038(-5, 2)'}",1
X_213,lLLLwAPQccceghhkjjkjklnqdgjlxtvvr_abBa,[],"{(1, 2): 'o9_38335(1, 3)', (-1, 1): 'v2707(-5, 2)', (-1, 2): 'o9_42525(3, 2)', (3, 1): 'o9_41268(-3, 2)', (-2, 1): 't12371(3, 2)', (2, 1): 't09758(-1, 3)', (-3, 1): 'o9_42048(-3, 2)', (1, 1): 's424(-1, 3)'}",1
X_214,lLLLwLQQcacgfjhkiikjkjkbbdqhhcvkk_bBab,"[(0, 1)]","{(1, 2): 'o9_41414(-3, 2)', (0, 1): 'finite', (-1, 1): 'm340(7, 2)', (-1, 2): 'o9_40813(-1, 2)', (2, 1): 'o9_34936(-2, 3)', (1, 1): 'm356(2, 3)'}",1
X_215,lLLLwMPQccddeghikkjjkhswtrlugscfn_bBba,"[(1, 0)]","{(0, 1): 'm052(5, 3)', (1, 2): 'o9_43499(1, 3)', (-1, 1): 'v3352(3, 2)', (-1, 2): 'o9_43994(-1, 3)', (3, 1): 'o9_43330(-1, 3)', (-2, 1): 't12813(1, 2)', (2, 1): 't12508(1, 3)', (-3, 1): 'o9_43919(3, 1)', (1, 0): 'finite', (1, 1): 's905(-1, 3)'}",1
X_216,lLLLwMQPcbdeeihjhjkjkdkiiaoagigww_bBba,"[(1, 0)]","{(1, 0): 'finite', (-1, 1): 's140(-5, 2)', (1, 1): 't10146(-2, 3)', (2, 1): 'o9_40778(1, 3)', (-2, 1): 't11103(-2, 3)'}",1
X_217,lLLLwPPQcacfejghiikkkjkgstjmwrjos_aBba,"[(1, 0)]","{(-2, 1): 'o9_43325(5, 2)', (1, 0): 'finite', (2, 1): 't12837(5, 2)'}",1
X_218,lLLLwPPQcacfejghiikkknkgstjmwrjos_BbaB,[],"{(0, 1): 's645(5, 1)', (-1, 1): 'v3210(-1, 4)', (-2, 1): 'o9_43325(4, 1)', (2, 1): 't12837(4, 1)'}",1
X_219,lLLLwQPMcacdfggijjikknksrvfunboen_bBab,"[(1, 0)]","{(1, 2): 'o9_40778(1, 3)', (-1, 1): 'v2660(1, 4)', (1, 1): 'm140(5, 2)', (1, 0): 'finite'}",1
X_220,lLLLzLQQccdeghkkjijkjhsqxkhlxpagf_baab,"[(1, 0)]","{(0, 1): 's599(-2, 3)', (-1, 1): 'm223(5, 2)', (-2, 1): 'o9_39026(-2, 1)', (2, 1): 'o9_39468(-2, 1)', (1, 0): 'finite', (1, 1): 't10496(-3, 1)'}",1
X_221,lLLLzMQPcacfehjhihkjknkgoaxeqdhrn_bBab,[],"{(1, 2): 'o9_28010(3, 1)', (-1, 1): 's573(-3, 4)', (3, 1): 'o9_39743(4, 1)', (3, 2): 'o9_41816(4, 1)', (2, 1): 'v3411(4, 1)', (1, 1): 'm011(2, 3)'}",1
X_222,lLLLzwQQcacehfjikjkiknkkqkeatwwjw_abBa,[],"{(1, 2): 't09893(1, 3)', (-1, 1): 't08048(4, 1)', (3, 1): 'o9_42542(-3, 1)', (3, 2): 'o9_42619(-3, 1)', (-1, 2): 'o9_42869(1, 3)', (-2, 1): 'o9_42876(1, 3)', (2, 1): 't09213(3, 1)', (1, 3): 'o9_42770(1, 3)', (2, 3): 'o9_42832(1, 3)'}",1
X_223,lLLMzMLQcbcdefhiikkjkxkrhnidnkfww_bBba,"[(1, 0)]","{(1, 0): 'finite', (-1, 1): 'm390(-5, 2)', (1, 1): 'v1671(4, 3)', (-2, 1): 'o9_39468(-1, 2)'}",1
X_224,lLLPLAPPccdefhghjikjkhsuqfsrqmxwj_baBb,[],"{(1, 2): 't09260(3, 4)', (-1, 3): 'o9_40173(4, 3)', (-1, 2): 't11867(-4, 3)', (1, 3): 'o9_38101(4, 3)'}",1
X_225,lLLPvLQQccdcfhjikjkikqcnqdqhtboko_aBba,[],"{(1, 2): 'o9_28010(3, 2)', (-1, 1): 's668(3, 4)', (3, 1): 'o9_39743(5, 2)', (3, 2): 'o9_41816(5, 2)', (2, 1): 'v3411(5, 2)', (1, 1): 'm019(3, 2)'}",1
X_226,lLLPvPQMccdcfjjjihhkkqcnqqaahhrhs_BbaB,[],"{(1, 2): 'o9_35890(4, 3)', (-2, 1): 'o9_35431(-1, 4)', (3, 1): 'o9_41815(4, 3)', (3, 2): 'o9_43574(4, 3)', (2, 1): 'v3479(4, 3)', (1, 1): 'm070(5, 2)'}",1
X_227,lLLvAAQMcbeehgihihjkkxxhmnrwcsmhw_bBab,[],"{(-1, 1): 'v2806(-5, 3)', (-1, 2): 'o9_40778(2, 5)', (-2, 1): 'o9_38127(3, 2)', (2, 1): 't08950(-5, 2)'}",1
X_228,lLLvAMMQcbehgfigkjjkkxxehjrfpulhv_abBa,[],"{(1, 2): 'o9_42900(-1, 3)', (-1, 1): 'v2861(4, 1)', (3, 1): 'o9_42315(-4, 3)', (-1, 2): 'o9_43359(3, 1)', (-2, 1): 't12553(4, 1)', (2, 1): 't12301(-4, 3)', (-3, 1): 'o9_42813(4, 1)', (1, 1): 'v2388(-1, 3)'}",1
X_229,lLLvAMQPccegfehijjkkkuhixngvmxitk_bBab,[],"{(1, 2): 'v3071(-5, 4)', (-2, 3): 'o9_42734(4, 1)', (-1, 1): 'v2099(5, 1)', (3, 1): 't12627(4, 1)', (3, 2): 't12693(-1, 4)', (-1, 3): 'o9_41304(4, 1)', (3, 4): 'o9_42037(-1, 4)', (-1, 2): 't12529(4, 1)', (5, 2): 'o9_42983(4, 1)', (-2, 1): 't12308(4, 1)', (2, 1): 'v3031(-4, 1)', (-3, 1): 'o9_40801(4, 1)', (1, 3): 't12723(1, 4)', (2, 3): 't12730(1, 4)', (1, 4): 'o9_41888(-1, 4)', (4, 3): 'o9_41932(-1, 4)', (-3, 2): 'o9_42600(4, 1)', (2, 5): 'o9_43188(-1, 4)', (3, 5): 'o9_43222(-1, 4)', (4, 1): 'o9_41366(4, 1)', (5, 3): 'o9_43106(4, 1)'}",1
X_230,lLLvAMQPccegfehijjkkkuhixrgvmxitk_bBab,[],"{(-2, 1): 't12308(5, 2)', (-2, 3): 'o9_42734(5, 2)', (5, 2): 'o9_42983(5, 2)', (3, 1): 't12627(5, 2)', (3, 2): 't12693(-2, 5)', (2, 1): 'v3031(-5, 2)', (-3, 1): 'o9_40801(5, 2)', (-3, 2): 'o9_42600(5, 2)', (4, 3): 'o9_41932(-2, 5)', (4, 1): 'o9_41366(5, 2)', (5, 3): 'o9_43106(5, 2)'}",1
