name,isosig,finite,fillings,betti
X_231,lLLvAMQPccegfehijjkkkuqixngvmxitk_bBab,[],"{(-2, 3): 'o9_42734(4, 3)', (-2, 1): 't12308(4, 3)', (-1, 3): 'o9_41304(4, 3)', (3, 4): 'o9_42037(-3, 4)', (3, 1): 't12627(4, 3)', (5, 2): 'o9_42983(4, 3)', (3, 2): 't12693(-3, 4)', (2, 1): 'v3031(-4, 3)', (-3, 1): 'o9_40801(4, 3)', (2, 3): 't12730(3, 4)', (1, 4): 'o9_41888(-3, 4)', (4, 3): 'o9_41932(-3, 4)', (-3, 2): 'o9_42600(4, 3)', (2, 5): 'o9_43188(-3, 4)', (3, 5): 'o9_43222(-3, 4)', (4, 1): 'o9_41366(4, 3)', (5, 3): 'o9_43106(4, 3)'}",1
X_232,lLLvAPMQcceghhghjikkkhlmmosoakqnj_bBab,[],"{(0, 1): 'm303(-3, 1)', (1, 2): 'o9_40778(1, 3)', (-1, 1): 't12035(1, 2)', (2, 1): 'v3435(4, 3)'}",1
X_233,lLLvAPPQcachehjijikkknkhnatutxsoc_baab,[],"{(0, 1): 'm288(5, 2)', (-1, 1): 't11639(4, 1)', (1, 1): 'v3076(-3, 2)', (2, 1): 'o9_42315(-3, 1)'}",1
X_234,lLLvAPPQcachehjijikkknkhnatutxsow_bBab,[],"{(1, 2): 'o9_42315(-3, 2)', (-1, 1): 's386(6, 1)', (3, 1): 'o9_42480(-2, 3)', (-1, 2): 'o9_38193(3, 2)', (-2, 1): 't10012(-3, 2)', (2, 1): 't12649(-1, 3)', (-3, 1): 'o9_38403(2, 3)', (1, 1): 'v3076(-3, 1)'}",1
X_235,lLLvAQPPcbeghihihjkjkhhhakvkjhqwj_abBb,[],"{(1, 1): 's861(-1, 3)', (2, 1): 'o9_43512(2, 1)'}",1
X_236,lLLvAzQQcachehgjijkkknkhnanahcvnk_bBba,[],"{(0, 1): 'm010(-2, 3)', (-1, 1): 'm136(-6, 1)', (-1, 2): 'o9_30054(3, 1)', (-2, 1): 't09158(4, 1)', (2, 1): 'o9_43230(-1, 2)', (1, 1): 't08281(3, 1)'}",1
X_237,lLLvAzQQcbegfiihjijkkhhhebwfavagn_abBb,[],"{(-1, 1): 'v2438(-4, 3)', (1, 1): 'v3533(-4, 1)', (-2, 1): 'o9_41315(-3, 2)'}",1
X_238,lLLvLAQQccdgigghkjkkjhsgfkkclgxaj_baBb,[],"{(0, 1): 'm207(-2, 3)', (-1, 1): 'v2123(-5, 2)', (1, 1): 'v3245(3, 1)', (2, 1): 'o9_42315(-3, 1)', (-2, 1): 'o9_38926(-3, 1)'}",1
X_239,lLLvLAQQccdigjkjikikjhsrfrxbrmguf_baab,[],"{(0, 1): 'v2380(-1, 2)', (-1, 1): 'v2722(3, 2)', (1, 1): 't11902(-3, 1)', (2, 1): 'o9_43074(-3, 1)', (-2, 1): 'o9_42082(1, 2)'}",1
X_240,lLLvLAQQccdijhhkiijjkhsjbgghjnjoj_abBa,[],"{(-2, 1): 'o9_28209(4, 3)', (-1, 2): 'o9_40010(4, 3)', (1, 1): 'v2966(1, 3)', (2, 1): 'o9_41315(-3, 1)'}",1
X_241,lLLvLMQQccdefgjhijkkkhswsscnjgtal_baab,[],"{(0, 1): 'm288(-4, 3)', (-1, 1): 't09758(-1, 3)', (-2, 1): 'o9_42979(-3, 2)', (2, 1): 'o9_27225(-5, 3)'}",1
X_242,lLLvLPQQcacghhkjjjkiknkjuappqmvjk_baab,"[(1, 0)]","{(1, 2): 'o9_40196(1, 4)', (-2, 1): 't08809(3, 2)', (3, 1): 'o9_43574(4, 1)', (-1, 2): 't11842(3, 4)', (2, 1): 't12769(4, 1)', (-3, 1): 'o9_40809(3, 1)', (1, 0): 'finite', (1, 1): 'v2804(1, 4)'}",1
X_243,lLLvLPQQcacghhkkijjikjkjmaqhhmgsw_baab,"[(1, 0)]","{(-1, 1): 's732(-4, 3)', (-2, 1): 't12170(5, 2)', (2, 1): 'o9_41268(-5, 3)', (-3, 1): 'o9_42413(-5, 2)', (1, 0): 'finite', (1, 1): 't11278(5, 3)'}",1
X_244,lLLvLPQQcacgjhkkihjikjkjuauhxanjw_baab,[],"{(0, 1): 'm261(2, 3)', (1, 2): 'o9_42888(-5, 3)', (-1, 1): 'v2862(-2, 3)', (-1, 2): 'o9_43484(-5, 3)', (-2, 1): 't12426(-2, 3)', (-3, 1): 'o9_42315(-5, 3)'}",1
X_245,lLLvLPQQcacgjiihhjkjknkjludqqmgrn_bBba,"[(-1, 1)]","{(-2, 1): 'v3509(1, 4)', (-1, 2): 'o9_31611(-3, 1)', (-1, 1): 'finite', (-3, 1): 'o9_43100(3, 1)', (-3, 2): 'o9_43512(3, 1)', (1, 1): 'v3433(2, 3)'}",1
X_246,lLLvLPQQcachkhjkihijkjktpaahliiww_abBa,[],"{(0, 1): 'm373(-2, 3)', (1, 2): 'o9_43485(5, 3)', (-2, 1): 't10467(-5, 2)', (3, 1): 'o9_42149(5, 3)', (-1, 2): 'o9_42045(2, 3)', (2, 1): 't12553(5, 3)', (-3, 1): 'o9_38890(-5, 2)', (1, 1): 'v3209(5, 3)'}",1
X_247,lLLvLPQQcacjkhjiikjhknkmxaqxxemnc_bBba,[],"{(0, 1): 'm007(5, 3)', (-1, 1): 's639(2, 3)', (-1, 2): 'o9_39663(-2, 3)', (-2, 1): 't12750(3, 1)', (2, 1): 'o9_42979(-3, 2)', (1, 1): 't09026(-2, 3)'}",1
X_248,lLLvLPQQcbehhjkhiijkkhhisrtkgkjdx_bBba,[],"{(1, 2): 'o9_42525(4, 1)', (-1, 1): 's781(-1, 3)', (3, 1): 'o9_42048(-4, 1)', (-1, 2): 'o9_39326(-2, 3)', (-2, 1): 't11952(3, 1)', (2, 1): 't12371(4, 1)', (-3, 1): 'o9_41268(-4, 1)', (1, 1): 'v2707(-5, 1)'}",1
X_249,lLLvLPQQccdgfijihjjkkhsgnvjvcjsps_baab,[],"{(0, 1): 's847(-1, 2)', (-2, 1): 'o9_29859(3, 2)', (1, 1): 't11836(-2, 1)', (2, 1): 'o9_42812(-3, 1)'}",1
X_250,lLLvLQPQcacgijhiikhkknkjalaxxmjfo_BbBa,[],"{(0, 1): 'm007(4, 3)', (-1, 1): 's639(1, 3)', (-1, 2): 'o9_39663(-1, 3)', (-2, 1): 't12744(3, 1)', (2, 1): 'o9_42413(-3, 2)', (1, 1): 't09026(-1, 3)'}",1
X_251,lLLvLQQMcacfgihiihjkknkssxaeeanhj_abBb,[],"{(1, 3): 't11310(-5, 1)', (2, 1): 'v1721(5, 1)', (-2, 5): 'o9_34642(-5, 1)', (1, 2): 'v3198(4, 1)', (-2, 1): 'v2344(-5, 1)', (-4, 3): 'o9_32791(-5, 1)', (-5, 3): 'o9_34146(-5, 1)', (-3, 2): 't10979(5, 1)', (4, 1): 'o9_28047(-5, 1)', (1, 1): 'm145(-1, 4)', (3, 2): 't11155(5, 1)', (-1, 2): 'v2656(4, 1)', (1, 4): 'o9_32532(-5, 1)', (-3, 1): 't09526(5, 1)', (2, 3): 't11717(-5, 1)', (-3, 4): 'o9_33430(-5, 1)', (0, 1): 'm003(-4, 1)', (-1, 3): 't10936(5, 1)', (5, 2): 'o9_33236(-5, 1)', (3, 1): 't09091(5, 1)', (-2, 3): 't11397(5, 1)', (-4, 1): 'o9_28368(-5, 1)', (4, 3): 'o9_33222(-5, 1)', (-1, 4): 'o9_32113(-5, 1)', (-5, 2): 'o9_33125(-5, 1)', (3, 4): 'o9_33940(-5, 1)'}",1
X_252,lLLvMAMQccdgighhkjkkjqkmwjnnaptmw_baBb,[],"{(0, 1): 'm160(3, 2)', (1, 2): 'o9_38964(1, 3)', (-1, 1): 't09223(1, 3)', (-2, 1): 'o9_42413(-3, 1)', (2, 1): 't09916(-4, 3)'}",1
X_253,lLLvMAPQcacegfhikkijknksjkauskjrk_abBa,"[(1, 0)]","{(1, 2): 't11901(1, 4)', (-2, 1): 'v3525(3, 4)', (3, 1): 'o9_40032(-4, 3)', (-1, 2): 'o9_33138(3, 4)', (2, 1): 't11454(-4, 3)', (-3, 1): 't12807(4, 3)', (-3, 2): 'o9_42247(3, 4)', (-4, 1): 'o9_42876(3, 4)', (1, 0): 'finite', (1, 1): 'm338(-3, 2)'}",1
X_254,lLLvMAPQccdhgfijhijkkhsegordngtnk_bBba,[],"{(1, 2): 'o9_39328(1, 3)', (-1, 1): 'v2346(1, 3)', (-1, 2): 'o9_41876(1, 3)', (3, 1): 'o9_41315(-4, 1)', (-2, 1): 't11833(-4, 3)', (2, 1): 't12170(4, 1)', (-3, 1): 'o9_40715(4, 3)', (1, 1): 's786(1, 3)'}",1
X_255,lLLvMLQQcacegjgikjjkkjkrjtrmgsjrb_BbBa,"[(1, 0)]","{(-2, 1): 't12837(5, 3)', (1, 0): 'finite', (2, 1): 'o9_43325(5, 3)'}",1
X_256,lLLvMLQQcacegjgikjjkknkrjtrmgsjrb_BbBa,[],"{(-2, 1): 't12837(4, 3)', (1, 1): 'v3210(-3, 4)', (2, 1): 'o9_43325(4, 3)'}",1
X_257,lLLvMLQQcacgghjjhikkkjkwjaueanjos_bBab,"[(0, 1)]","{(1, 2): 't11835(5, 3)', (-2, 3): 'o9_42050(-5, 3)', (-1, 1): 's786(3, 2)', (1, 3): 'o9_40715(5, 3)', (0, 1): 'finite', (-1, 3): 'o9_41315(-5, 3)', (-1, 2): 't12426(-2, 3)', (3, 2): 'o9_38891(5, 3)', (-3, 1): 't12547(-2, 5)', (-4, 1): 'o9_39740(3, 5)', (-2, 1): 'v3510(5, 2)', (2, 3): 'o9_41265(5, 3)', (-3, 2): 'o9_40555(3, 5)', (4, 1): 'o9_38403(-3, 5)'}",1
X_258,lLLvMLQQcacgghjjhikkknkwjaueanjos_bBab,[],"{(1, 2): 't11835(4, 3)', (-2, 3): 'o9_42050(-4, 3)', (-1, 1): 's786(3, 1)', (3, 1): 't12050(-3, 4)', (3, 2): 'o9_38891(4, 3)', (-1, 3): 'o9_41315(-4, 3)', (-1, 2): 't12426(-1, 3)', (-2, 1): 'v3510(4, 1)', (2, 1): 'v3246(-4, 3)', (-3, 1): 't12547(-1, 4)', (1, 3): 'o9_40715(4, 3)', (-4, 1): 'o9_39740(3, 4)', (2, 3): 'o9_41265(4, 3)', (-3, 2): 'o9_40555(3, 4)', (4, 1): 'o9_38403(-3, 4)'}",1
X_259,lLLvMLQQcacgghjjhikkknkwjauhanjos_baab,[],"{(0, 1): 'm372(1, 3)', (1, 2): 'o9_42044(-4, 3)', (-1, 1): 'v3210(-1, 3)', (-1, 2): 'o9_43484(-4, 3)', (3, 1): 'o9_38891(-4, 3)', (-2, 1): 't12552(-1, 3)', (2, 1): 't10466(-4, 3)', (-3, 1): 'o9_42148(-4, 3)'}",1
X_260,lLLvMPPQcachfjhkjikjknkhnxaaemsnf_bBba,[],"{(0, 1): 'm007(4, 1)', (1, 2): 'o9_42315(-3, 1)', (-1, 1): 'm235(-5, 1)', (3, 1): 'o9_42480(-1, 3)', (-1, 2): 'o9_38193(3, 1)', (-2, 1): 't09916(-4, 1)', (2, 1): 't12649(-1, 3)', (-3, 1): 'o9_38403(1, 3)', (1, 1): 'v3247(-3, 2)'}",1
X_261,lLLvMPQMcacegihhjijkknknjmaipmsik_abBb,[],"{(-1, 1): 'v3329(-4, 1)', (-2, 1): 'o9_41315(-3, 2)', (2, 1): 'o9_35422(3, 2)'}",1
X_262,lLLvMwQQccdhgijjjkkikhsegrputqxgt_abBb,[],"{(-1, 1): 'v2388(1, 3)', (1, 1): 'v3076(-1, 3)', (2, 1): 'o9_42413(-3, 1)', (-2, 1): 'o9_37990(3, 2)'}",1
X_263,lLLvPAQMccbffhgihjikkunujnjfslrqw_bBba,"[(1, 0)]","{(1, 2): 't11063(-4, 3)', (-1, 1): 's442(1, 4)', (3, 1): 'o9_37388(-4, 1)', (-1, 2): 'o9_28711(1, 4)', (-2, 1): 'v3433(-4, 1)', (2, 1): 't10524(-3, 1)', (-3, 1): 't12627(4, 1)', (-3, 2): 'o9_40166(-4, 1)', (-4, 1): 'o9_41036(-4, 1)', (1, 0): 'finite', (1, 1): 'm336(2, 3)'}",1
X_264,lLLvPLQQcacfhhjjikijkjbstaxxmqjcw_baBb,"[(1, 1)]","{(1, 2): 'o9_31611(-3, 2)', (-1, 1): 'v3478(2, 3)', (3, 1): 'o9_43100(3, 2)', (3, 2): 'o9_43512(3, 2)', (2, 1): 'v3509(2, 5)', (1, 1): 'finite'}",1
X_265,lLLvPLQQccdhgkijijjkkpfugmbibqtxe_bBba,[],"{(0, 1): 'm207(1, 2)', (-1, 1): 's801(-5, 1)', (1, 1): 't11836(-2, 1)', (2, 1): 'o9_42865(-3, 1)', (-2, 1): 'o9_33032(3, 2)'}",1
X_266,lLLvPMQMccdeghghiijkkqcqkkkcckhhs_baab,"[(1, 0)]","{(0, 1): 'v2344(-1, 3)', (-1, 1): 'v3143(1, 3)', (3, 1): 'o9_42653(4, 3)', (-2, 1): 't12663(-4, 3)', (2, 1): 't12636(4, 3)', (-3, 1): 'o9_43325(4, 3)', (1, 0): 'finite', (1, 1): 'v3495(4, 3)'}",1
X_267,lLLvPMQMccdeghghiijkkqcqkkkcckhhw_baab,"[(1, 0)]","{(0, 1): 'v2344(-2, 3)', (-1, 1): 'v3143(2, 3)', (-2, 1): 't12663(-5, 3)', (-3, 1): 'o9_43325(5, 3)', (1, 0): 'finite', (1, 1): 'v3495(5, 3)'}",1
X_268,lLLvPMQMccdeghghiijkkqcqkkkcckhxj_baab,"[(1, 0)]","{(0, 1): 's705(-4, 1)', (-1, 1): 'v3143(3, 1)', (3, 1): 'o9_42653(4, 1)', (-2, 1): 't12663(-4, 1)', (2, 1): 't12636(4, 1)', (-3, 1): 'o9_43325(4, 1)', (1, 0): 'finite', (1, 1): 'v3495(4, 1)'}",1
X_269,lLLvPMQMccdeghghiijkkqcqkkkcckhxn_baab,"[(1, 0)]","{(0, 1): 'v2344(-3, 2)', (-1, 1): 'v3143(3, 2)', (3, 1): 'o9_42653(5, 2)', (-2, 1): 't12663(-5, 2)', (2, 1): 't12636(5, 2)', (-3, 1): 'o9_43325(5, 2)', (1, 0): 'finite', (1, 1): 'v3495(5, 2)'}",1
X_270,lLLvPPQMccdhghiijihkkhsqgovbxfnhk_baBb,"[(0, 1)]","{(1, 2): 'v3071(-5, 1)', (-2, 3): 'o9_43106(1, 4)', (-1, 1): 'v3031(-1, 4)', (3, 1): 't12308(1, 4)', (3, 2): 't12529(1, 4)', (0, 1): 'finite', (-1, 3): 'o9_41932(-4, 1)', (3, 4): 'o9_41888(-4, 1)', (-1, 2): 't12693(-4, 1)', (5, 2): 'o9_42600(1, 4)', (-2, 1): 't12627(1, 4)', (1, 4): 'o9_42037(-4, 1)', (-3, 1): 'o9_41366(1, 4)', (1, 3): 't12730(4, 1)', (2, 3): 't12723(4, 1)', (4, 3): 'o9_41304(1, 4)', (-3, 2): 'o9_42983(1, 4)', (2, 5): 'o9_43222(-4, 1)', (3, 5): 'o9_43188(-4, 1)', (4, 1): 'o9_40801(1, 4)', (5, 3): 'o9_42734(1, 4)'}",1
X_271,lLLvPPQMccdhghiijihkkhsqgovbxfnqn_baBb,[],"{(-2, 3): 'o9_43106(3, 4)', (-1, 1): 'v3031(-3, 4)', (1, 3): 't12730(4, 3)', (-1, 3): 'o9_41932(-4, 3)', (3, 4): 'o9_41888(-4, 3)', (-1, 2): 't12693(-4, 3)', (5, 2): 'o9_42600(3, 4)', (-2, 1): 't12627(3, 4)', (1, 4): 'o9_42037(-4, 3)', (-3, 1): 'o9_41366(3, 4)', (-3, 2): 'o9_42983(3, 4)', (2, 5): 'o9_43222(-4, 3)', (3, 5): 'o9_43188(-4, 3)', (4, 1): 'o9_40801(3, 4)', (5, 3): 'o9_42734(3, 4)'}",1
X_272,lLLvPQMMccdggifihijkkucujjjwcjxhw_abBb,[],"{(-1, 1): 's908(2, 5)', (-1, 2): 'o9_43086(-5, 3)'}",1
X_273,lLLvPQMMccdggifihijkkucujjjwcjxxn_abBb,[],"{(-1, 2): 'o9_43086(-5, 2)'}",1
X_274,lLLvPQMMccdggifihjikkpcpgjjwshwqj_abBa,[],"{(-1, 1): 's861(2, 5)', (-1, 2): 'o9_43074(-5, 3)', (-2, 1): 'o9_39055(-3, 5)'}",1
X_275,lLLvvQQQcacgfjhkijkkjjkskmmxicrfw_abBb,"[(1, 0)]","{(0, 1): 's949(2, 3)', (-1, 1): 'v3372(2, 3)', (-2, 1): 't11769(-2, 3)', (2, 1): 'o9_38022(2, 3)', (-3, 1): 'o9_39706(2, 3)', (1, 0): 'finite', (1, 1): 'v3086(2, 3)'}",1
X_276,lLLvwQAQccdhehjijikkkhsljfxsarqxg_baab,"[(1, 0)]","{(0, 1): 's488(-3, 2)', (-2, 1): 't09669(2, 3)', (2, 1): 'o9_39468(-2, 1)', (-3, 1): 'o9_39405(-2, 3)', (1, 0): 'finite', (1, 1): 't08075(3, 1)'}",1
X_277,lLLvzMQQccdihgjkkjjikhsernuxiexsp_abBa,[],"{(0, 1): 'm015(3, 2)', (-1, 1): 'o9_35169(-1, 2)', (1, 1): 's566(2, 3)', (2, 1): 'o9_43074(-3, 1)'}",1
X_278,lLLwLQMMcbcdghghiijkkxkrkkrflukhj_baBb,"[(1, 0)]","{(1, 2): 't11134(-1, 4)', (-1, 1): 'v2806(-4, 3)', (-1, 2): 'o9_40778(1, 4)', (-2, 1): 'o9_38127(3, 1)', (2, 1): 't08950(-4, 1)', (1, 0): 'finite'}",1
X_279,lLLwLQMMcbcdghghiijkkxkrkkrflukxn_baBb,[],"{(-1, 1): 'v2806(-5, 2)', (-1, 2): 'o9_40778(3, 5)', (-2, 1): 'o9_38127(2, 3)', (2, 1): 't08950(-5, 3)'}",1
X_280,lLLzLMMQccbehgiijjkkkljmwnnjhmllc_bBab,[],"{(1, 2): 'o9_40778(2, 3)', (-1, 1): 'v3435(5, 3)', (1, 1): 'm081(2, 3)', (2, 1): 'o9_28735(-1, 2)'}",1
X_281,lLLzLwQQccdcfgjhkijkkhsnoohwlqnwk_baBb,[],"{(3, 2): 'o9_43074(-1, 5)', (1, 3): 'o9_43074(-5, 4)', (3, 1): 'o9_43086(-1, 5)', (-1, 2): 'o9_43086(4, 1)', (-1, 1): 'v3522(4, 1)', (2, 3): 'o9_43086(-5, 4)', (-2, 1): 'o9_43074(4, 1)'}",1
X_282,lLLzLzQQcaceihghkjkjknkiieusccckf_baBb,[],"{(0, 1): 'm154(-4, 3)', (-1, 1): 's718(3, 2)', (-1, 2): 'o9_43785(1, 3)', (-2, 1): 'o9_41414(-3, 1)', (2, 1): 'o9_32788(-3, 1)', (1, 1): 's682(-5, 1)'}",1
X_283,lLLzvPQQccdckihjikjjkhsrpujtppier_bBba,[],"{(0, 1): 'm004(-7, 2)', (1, 2): 'o9_41337(-5, 2)', (-1, 2): 'o9_39952(5, 2)', (1, 1): 'v2200(-2, 5)', (2, 1): 'o9_39706(2, 5)'}",1
X_284,lLLzvQQPccdcgjihijkkkqsnbxujxxqbo_bBba,[],"{(1, 2): 'o9_41337(-4, 3)', (-1, 2): 'o9_39952(4, 3)', (1, 1): 'v2200(-3, 4)', (2, 1): 'o9_39706(3, 4)'}",1
X_285,lLLzwLQQccdcegkjikjjkhsraraawokkf_aBbB,[],"{(1, 2): 'o9_40778(3, 5)', (-1, 1): 'm305(-7, 2)', (-1, 2): 'o9_36309(5, 2)', (1, 1): 's903(3, 5)'}",1
X_286,lLLzwLQQccdcegkjikjjkqsjasaawokkf_BaaB,"[(1, 0)]","{(1, 2): 'o9_38127(3, 2)', (-1, 1): 's850(2, 3)', (3, 1): 't12772(3, 5)', (3, 2): 'o9_43021(-2, 3)', (-1, 2): 'o9_38394(2, 3)', (-2, 1): 't11472(2, 3)', (2, 1): 'v3539(-2, 5)', (-3, 1): 'o9_39468(-2, 3)', (1, 0): 'finite', (4, 1): 'o9_42395(-5, 3)', (1, 1): 's820(2, 5)'}",1
X_287,lLLzwPQMccdegihghijkklkaxhownlrhn_baab,[],"{(1, 2): 'o9_43086(-4, 3)', (1, 1): 's908(1, 4)', (2, 1): 'o9_42102(3, 4)'}",1
X_288,lLLzwPQMccdegihghijkklkaxhownlrqn_abBa,"[(1, 0)]","{(1, 2): 'o9_42912(-4, 1)', (-1, 1): 's908(3, 4)', (-1, 2): 'o9_42102(1, 4)', (-2, 1): 'o9_43086(-4, 1)', (1, 0): 'finite', (1, 1): 'v2725(-5, 1)'}",1
X_289,lLLzwPQMccdegihghijkktkaxhownlrhn_abBa,[],"{(1, 2): 'o9_43074(-4, 3)', (-1, 1): 't09155(4, 3)', (1, 1): 's861(1, 4)', (2, 1): 'o9_39055(-3, 4)'}",1
X_290,lLLzwPQMccdegihghijkktkaxhownlrqj_abBa,[],"{(1, 2): 'o9_43074(-5, 2)', (-1, 1): 't09155(5, 2)', (1, 1): 's861(3, 5)', (2, 1): 'o9_39055(-2, 5)'}",1
X_291,lLLzwPQMccdegihghijkktkaxhownlrqn_abBa,"[(0, 1)]","{(1, 2): 'o9_43074(-4, 1)', (0, 1): 'finite', (-1, 1): 't09155(4, 1)', (1, 1): 's861(3, 4)', (2, 1): 'o9_39055(-1, 4)'}",1
X_292,lLLzzLQQccdcfhihkjjkkhsnofpkahrnw_baab,"[(1, 0)]","{(1, 2): 'o9_43086(-5, 1)', (-2, 3): 'o9_43086(-4, 5)', (-2, 1): 'v3522(1, 4)', (-1, 3): 'o9_43074(-4, 5)', (2, 1): 'o9_43074(-5, 1)', (-3, 1): 'o9_43086(1, 4)', (-3, 2): 'o9_43074(1, 4)', (1, 0): 'finite', (1, 1): 'v3522(-5, 1)'}",1
X_293,lLvALQAMcbefighihijkkdadqknncfxxj_baBb,[],"{(1, 2): 'o9_37967(-4, 1)', (-1, 1): 'v2791(4, 1)', (3, 1): 'o9_40950(2, 3)', (-1, 2): 'o9_42149(3, 1)', (-2, 1): 't12548(-1, 3)', (2, 1): 't11613(-3, 2)', (-3, 1): 'o9_42479(1, 3)', (1, 1): 'm373(-5, 1)'}",1
X_294,lLvAMLMQcbefgehjkjkjkluldtjeuescf_baab,"[(0, 1)]","{(1, 2): 'o9_44060(1, 2)', (0, 1): 'finite', (-1, 1): 'm305(-5, 1)', (3, 1): 'o9_44145(1, 2)', (-1, 2): 'o9_42866(2, 1)', (-2, 1): 't12295(1, 2)', (2, 1): 't12838(-1, 2)', (-3, 1): 'o9_43229(-1, 2)', (1, 1): 'v1859(1, 3)'}",1
X_295,lLvAvMQQcbefhhgjijkkklalvvjjjfmde_abBa,[],"{(1, 2): 'o9_36309(3, 1)', (-1, 1): 's903(2, 3)', (-1, 2): 'o9_40778(2, 3)', (-2, 1): 't12664(-2, 3)', (2, 1): 't12280(-1, 3)', (1, 1): 'm305(-4, 1)'}",1
X_296,lLvAvMQQcbfejhijkhjkktqujvsfhfbxh_baBb,[],"{(-1, 1): 't12116(-3, 1)', (3, 1): 'o9_42865(-3, 2)', (1, 1): 's949(3, 1)', (2, 1): 't12552(-1, 2)', (-2, 1): 'o9_42812(-3, 1)'}",1
X_297,lLvAvPQQcafehhkhjijkkjmeaiumiegkv_baab,[],"{(0, 1): 'm168(3, 1)', (-1, 1): 'm305(-7, 2)', (1, 1): 'v2585(3, 1)', (2, 1): 'o9_44060(1, 2)', (-2, 1): 'o9_38926(-2, 1)'}",1
X_298,lLvAvPQQcbefjhjjikkkidaecwrjseluj_bBba,"[(1, 0)]","{(0, 1): 't12059(-3, 2)', (-1, 1): 't12500(3, 2)', (-2, 1): 'o9_39706(2, 3)', (2, 1): 'o9_42092(2, 1)', (1, 0): 'finite', (1, 1): 't12605(-1, 2)'}",1
X_299,lLvAvQQMcaefghjihiikkjlqjtammhjhj_bBab,"[(1, 0)]","{(1, 2): 'o9_43086(-4, 1)', (-1, 1): 'o9_34818(-3, 2)', (1, 1): 's850(4, 1)', (1, 0): 'finite'}",1
X_300,lLvAvQQMcaefghjihiikkjlqjtammhjhw_bBab,"[(1, 0)]","{(1, 2): 'o9_43086(-5, 2)', (-1, 1): 'o9_36328(-3, 2)', (1, 1): 's850(5, 2)', (1, 0): 'finite'}",1
X_301,lLvAvQQMcaefghjihiikkjlqjtammhjxj_bBba,[],"{(-1, 1): 's850(4, 3)', (1, 1): 't11420(3, 2)', (-2, 1): 'o9_43086(-4, 3)'}",1
X_302,lLvAvQQMcaefghjihiikkjlqjtammhjxn_bBba,[],"{(-2, 1): 'o9_43086(-5, 3)', (1, 1): 'o9_34299(-3, 2)'}",1
X_303,lLvAvQQMcaefghjihiikknlqjtammhjhw_abBb,"[(0, 1), (1, 0)]","{(0, 1): 'finite', (-1, 1): 's901(5, 2)', (1, 0): 'finite', (1, 1): 't12218(2, 3)', (-2, 1): 'o9_43074(-5, 2)'}",1
X_304,lLvAvQQMcaefghjihiikknlqjtammhjxj_abBb,"[(1, 0)]","{(1, 0): 'finite', (-1, 1): 's901(4, 3)', (1, 1): 't11420(3, 1)', (-2, 1): 'o9_43074(-4, 3)'}",1
X_305,lLvAwAAQccdeghgjikijkpjaufvhxhjsk_abBb,[],"{(-1, 1): 'm006(3, 1)', (-1, 3): 'o9_40695(-3, 4)', (-1, 2): 'v3479(4, 3)', (-2, 1): 'o9_24627(1, 3)', (2, 1): 'o9_31391(1, 4)', (-2, 3): 'o9_41820(4, 3)', (1, 1): 'v1333(-1, 4)'}",1
X_306,lLvAwAAQccdeghgjikijkpjaufvhxhksk_abBb,[],"{(-1, 1): 'm069(-1, 3)', (-1, 3): 'o9_42035(-3, 4)', (-1, 2): 'v3508(-3, 4)', (-2, 1): 'o9_30974(4, 3)', (2, 1): 'o9_35264(1, 4)', (-2, 3): 'o9_43193(-3, 4)', (1, 1): 'v1466(-5, 3)'}",1
X_307,lLvAwAAQccdeghgjikijkpjaufvhxqjsn_abBb,"[(1, 0)]","{(-1, 1): 'm011(1, 3)', (-1, 3): 'o9_40695(-1, 4)', (-1, 2): 'v3479(4, 1)', (-2, 1): 'o9_24627(3, 1)', (-2, 3): 'o9_41820(4, 1)', (1, 0): 'finite', (1, 1): 'v1693(4, 3)'}",1
X_308,lLvAwAAQccdeghgjikijkpjaufvhxqksj_abBb,[],"{(-1, 3): 'o9_42035(-2, 5)', (-2, 3): 'o9_43193(-2, 5)', (-1, 1): 'm069(-3, 2)', (-1, 2): 'v3508(-2, 5)', (-2, 1): 'o9_30974(5, 2)'}",1
X_309,lLvAwAAQccdeghgjikijkujuafbhdhksr_baBb,[],"{(1, 2): 'o9_35890(5, 3)', (-1, 1): 'v1683(3, 4)', (3, 1): 'o9_41815(5, 3)', (3, 2): 'o9_43574(5, 3)', (2, 1): 'v3479(5, 3)', (1, 1): 'm118(-5, 2)'}",1
X_310,lLvAwMQMcaefehiihjikkjuqkuthmanhk_bBba,[],"{(-1, 1): 'm322(2, 1)', (-1, 2): 'o9_43074(-4, 1)', (1, 1): 'o9_37946(-3, 4)'}",1
X_311,lLvAwMQMcaefehiihjikkjuqkuthmanhr_bBba,[],"{(-1, 1): 'm322(1, 2)', (-1, 2): 'o9_43074(-5, 2)'}",1
X_312,lLvAwMQMcaefehiihjikkjuqkuthmanqj_bBba,[],"{(-1, 1): 'm322(-1, 3)', (-1, 2): 'o9_43074(-5, 3)'}",1
X_313,lLvAwMQMcaefehiihjikkjuqkuthmanqn_bBba,[],"{(-1, 1): 'm322(-2, 3)', (-1, 2): 'o9_43074(-4, 3)', (1, 1): 'o9_37946(-1, 4)'}",1
X_314,lLvAwMQMcaefehiihjikknuqkuthmanqj_abBa,[],"{(0, 1): 'm285(2, 3)', (1, 2): 'o9_43086(-5, 3)', (-1, 1): 'o9_37081(-3, 2)'}",1
